origin,destination,mode,commodity,band,valueMmUsd,kilotons,megaTonMiles
0,0,1,1,0,3050,211829,6096
0,0,1,1,1,1628,116804,13559
0,0,1,1,2,37,2634,831
0,0,1,2,0,135,112062,1653
0,0,1,2,1,24,19971,3149
0,0,1,3,0,32,3075,66
0,0,1,3,1,1168,138182,22740
0,0,1,3,2,40,4549,1412
0,0,2,3,1,36,10267,1481
0,0,1,4,0,11,2505,57
0,0,1,4,1,1480,501938,103819
0,0,1,5,0,1306,49795,968
0,0,1,5,1,296,8553,1422
0,0,1,5,2,20,863,256
0,0,1,6,0,116,3064,123
0,0,1,6,2,23,591,192
0,0,1,7,0,2945,383211,15982
0,0,1,7,2,218,12428,3491
0,0,2,7,0,76,14138,241
0,0,1,8,0,856,52078,965
0,0,1,8,1,234,6907,1132
0,0,1,8,2,15,1143,394
0,0,1,9,0,225,120,3
0,0,1,9,1,107,98,19
0,0,1,10,0,584,280518,9437
0,0,1,11,0,142,1022871,29875
0,0,1,11,1,1,1566,358
0,0,1,12,0,233,2596712,41274
0,0,1,12,1,25,129311,24651
0,0,1,12,2,2,28276,8572
0,0,2,12,0,13,96720,1740
0,0,2,12,1,10,13730,2617
0,0,1,13,0,8,21312,351
0,0,1,13,1,4,523,65
0,0,1,13,2,6,1961,723
0,0,1,14,0,5,2971,52
0,0,1,15,0,366,469847,12609
0,0,1,15,1,93,99125,9930
0,0,1,15,2,2,2326,711
0,0,2,15,0,7,18099,585
0,0,2,15,1,106,199165,20150
0,0,1,16,0,12,3267,137
0,0,3,16,0,1,341,10
0,0,3,16,1,1,233,30
0,0,6,16,0,61,20103,607
0,0,1,17,0,3926,722861,32725
0,0,1,17,2,12,1102,351
0,0,1,18,0,2527,427988,21596
0,0,1,18,1,555,75880,12014
0,0,1,18,2,7,1336,377
0,0,6,18,0,15,2878,71
0,0,1,19,0,894,65806,2266
0,0,1,19,1,693,189574,28346
0,0,1,19,2,48,4120,1350
0,0,2,19,0,102,33350,582
0,0,6,19,0,13,5386,373
0,0,6,19,1,1356,580147,90158
0,0,1,20,0,240,73045,4421
0,0,1,20,1,82,25337,2627
0,0,1,20,2,53,20290,5396
0,0,2,20,0,93,10360,221
0,0,2,20,1,35,21585,2229
0,0,2,20,2,288,31575,8122
0,0,5,20,0,1,22,1
0,0,5,20,1,1,29,3
0,0,6,20,0,67,6938,171
0,0,6,20,1,293,40067,5757
0,0,1,21,0,949,3002,83
0,0,1,21,1,930,4401,660
0,0,1,21,2,32,105,31
0,0,5,21,0,748,170,11
0,0,5,21,1,1691,551,87
0,0,5,21,2,81,7,2
0,0,1,22,0,194,35360,554
0,0,1,22,1,13,476,119
0,0,1,23,0,411,24057,999
0,0,1,23,2,114,3742,1069
0,0,2,23,1,3,220,33
0,0,5,23,0,23,133,11
0,0,5,23,1,14,124,14
0,0,1,24,0,953,43457,979
0,0,1,24,1,771,12782,2125
0,0,1,24,2,3,134,37
0,0,2,24,0,3,263,5
0,0,5,24,0,5,64,2
0,0,5,24,1,16,82,13
0,0,1,25,0,854,2660345,37335
0,0,1,25,2,3,589,204
0,0,1,26,0,734,190652,4430
0,0,1,26,1,1463,592082,73858
0,0,1,26,2,80,13168,4679
0,0,2,26,1,13,22863,3325
0,0,5,26,0,25,1410,51
0,0,5,26,1,2,5294,773
0,0,1,27,0,290,30803,1233
0,0,1,27,1,12,640,107
0,0,2,27,0,16,2826,76
0,0,2,27,1,13,2284,373
0,0,5,27,0,24,2806,225
0,0,5,27,1,14,2385,518
0,0,1,28,0,169,7591,173
0,0,1,28,1,406,45294,6582
0,0,1,28,2,4,66,18
0,0,2,28,0,7,918,23
0,0,5,28,1,3,56,9
0,0,1,29,0,213,9442,455
0,0,1,29,1,39,699,78
0,0,1,29,2,16,408,135
0,0,5,29,1,17,114,16
0,0,5,29,2,1,12,3
0,0,1,30,0,256,7485,126
0,0,1,30,1,26,285,31
0,0,1,30,2,1,20,6
0,0,5,30,0,13,21,1
0,0,5,30,1,41,114,14
0,0,5,30,2,1,26,7
0,0,1,31,0,1882,1322594,57178
0,0,1,31,1,469,252947,61151
0,0,1,31,2,20,3824,1114
0,0,2,31,0,2,1468,43
0,0,2,31,1,3,2335,559
0,0,5,31,0,4,63,6
0,0,1,32,0,2415,262245,4557
0,0,1,32,1,1073,140779,23045
0,0,1,32,2,79,8910,2427
0,0,2,32,0,2,857,12
0,0,2,32,1,27,5586,916
0,0,2,32,2,5,1037,282
0,0,5,32,0,3,53,2
0,0,5,32,1,18,2837,476
0,0,1,33,0,1802,79276,2014
0,0,1,33,2,117,9968,3094
0,0,2,33,0,23,4918,85
0,0,5,33,0,43,74,4
0,0,5,33,1,11,31,5
0,0,5,33,2,5,25,7
0,0,1,34,0,2263,31396,586
0,0,1,34,1,679,6211,771
0,0,1,34,2,43,795,221
0,0,5,34,0,75,82,3
0,0,5,34,1,118,156,20
0,0,5,34,2,6,27,7
0,0,1,35,0,1393,20602,600
0,0,1,35,1,2343,33405,5887
0,0,1,35,2,93,1636,479
0,0,5,35,0,87,85,3
0,0,5,35,1,256,288,39
0,0,5,35,2,8,45,12
0,0,1,36,0,23790,329941,14058
0,0,1,36,1,2559,60136,7692
0,0,1,36,2,10,248,73
0,0,2,36,0,22,1033,72
0,0,5,36,0,115,295,12
0,0,5,36,1,911,67549,15230
0,0,5,36,2,7,20,5
0,0,1,37,0,21,261,4
0,0,1,37,1,38,216,28
0,0,5,37,1,1,5,1
0,0,1,38,0,315,1195,36
0,0,1,38,1,389,5832,1389
0,0,5,38,0,31,26,2
0,0,5,38,1,10,8,1
0,0,5,38,2,2,9,2
0,0,1,39,0,928,18778,416
0,0,1,39,1,2796,56263,8957
0,0,1,39,2,73,1864,554
0,0,5,39,2,2,28,7
0,0,1,40,0,596,22580,523
0,0,1,40,1,284,10733,1778
0,0,1,40,2,50,2132,570
0,0,5,40,0,5,53,2
0,0,5,40,1,52,270,48
0,0,5,40,2,2,33,8
0,0,1,41,0,460,850514,12382
0,0,1,41,1,92,33194,4364
0,0,1,41,2,4,143,37
0,0,2,41,0,3,705,13
0,0,5,41,1,22,6714,878
0,0,1,42,0,11887,329100,15186
0,0,1,42,2,1126,33186,10812
0,0,5,42,0,36,166,10
0,0,5,42,1,45,186,25
0,0,5,42,2,13,42,11
0,1,4,21,7,2,17,72
0,1,5,21,7,32,1,4
0,1,5,31,7,10,1139,4881
0,1,1,35,7,3,24,96
0,1,1,36,7,2,6,24
0,1,1,39,7,3,74,314
0,1,4,39,7,4,62,218
0,1,1,40,7,3,72,302
0,1,1,42,7,2,58,248
0,2,1,5,6,40,1422,2443
0,2,1,7,6,13,273,470
0,2,1,8,6,1,112,192
0,2,1,20,6,31,164,275
0,2,2,20,6,4,3587,6099
0,2,5,20,6,1,12,21
0,2,1,21,6,265,335,568
0,2,1,22,6,2,7592,12963
0,2,1,23,6,1,28,47
0,2,1,24,6,15,806,1362
0,2,5,24,6,3,30,50
0,2,1,26,6,2,1083,1841
0,2,5,26,6,1,12,20
0,2,1,27,6,30,1500,2799
0,2,2,27,6,9,1502,2560
0,2,5,27,6,24,3832,6606
0,2,1,29,6,2,19,34
0,2,5,29,6,3,29,50
0,2,1,30,6,10,204,346
0,2,5,30,5,1,9,13
0,2,5,30,6,3,36,62
0,2,1,32,6,22,2152,3679
0,2,5,32,6,215,31822,52077
0,2,1,33,6,34,893,1509
0,2,5,33,6,1,32,58
0,2,1,34,6,44,330,540
0,2,1,35,6,32,263,432
0,2,5,35,6,44,53,92
0,2,1,36,6,78,361,618
0,2,5,36,6,56,265,447
0,2,1,37,6,17,22,37
0,2,4,37,5,1,5,7
0,2,5,37,6,13,8,13
0,2,4,38,5,1,4,6
0,2,5,38,6,1,12,21
0,2,1,39,6,7,96,169
0,2,1,40,6,34,406,690
0,2,4,40,5,9,12,16
0,2,5,40,6,36,231,414
0,2,1,42,6,4,85,144
0,3,1,3,3,3,276,142
0,3,1,5,2,156,6152,3040
0,3,1,5,3,212,3851,2023
0,3,1,6,2,6,102,49
0,3,1,7,2,48,2955,1469
0,3,1,7,3,76,15695,9511
0,3,1,8,2,1,26,12
0,3,1,9,3,9,12,7
0,3,1,11,2,1,129,51
0,3,2,12,3,11,6979,4456
0,3,1,19,3,7,1001,679
0,3,1,20,2,1,873,427
0,3,1,20,3,1,31,19
0,3,2,20,2,10,6302,3083
0,3,2,20,3,5,4216,2432
0,3,5,21,2,6,21,8
0,3,1,22,3,1,141,72
0,3,1,23,2,36,745,357
0,3,1,23,3,15,1508,836
0,3,5,23,2,2,9,3
0,3,1,24,2,32,2188,581
0,3,5,24,2,1,8,4
0,3,1,25,3,1,231,121
0,3,1,26,2,39,1695,735
0,3,1,26,3,32,9126,5407
0,3,1,27,2,154,17476,7470
0,3,1,27,3,26,2589,1441
0,3,1,28,2,13,1132,491
0,3,1,29,3,1,35,24
0,3,1,30,3,32,101,72
0,3,5,30,2,6,21,7
0,3,1,31,2,13,3829,1847
0,3,1,31,3,5,4434,2296
0,3,1,32,2,32,2904,1403
0,3,1,32,3,249,22145,11363
0,3,1,33,2,78,6977,2900
0,3,1,33,3,33,662,338
0,3,2,33,2,163,6623,2752
0,3,5,33,3,1,7,3
0,3,1,34,3,41,470,304
0,3,5,34,2,4,13,5
0,3,1,35,2,1,25,11
0,3,1,35,3,43,24,15
0,3,5,35,2,1,23,8
0,3,5,35,3,19,8,4
0,3,1,36,2,27,899,393
0,3,1,36,3,48,4168,2121
0,3,5,36,2,1,11,4
0,3,1,39,3,19,450,275
0,3,1,40,2,15,502,183
0,3,1,40,3,90,4480,2247
0,3,5,40,2,33,195,71
0,3,5,40,3,5,14,7
0,3,1,42,2,24,606,249
0,3,1,42,3,57,621,323
0,3,5,42,2,5,16,8
0,4,1,5,7,634,26827,58850
0,4,1,7,7,30,810,1713
0,4,1,8,7,29,472,1052
0,4,1,9,7,5,21,48
0,4,2,19,7,8,2132,5723
0,4,1,20,7,9,593,1419
0,4,2,20,7,1,51,129
0,4,5,20,7,4,61,143
0,4,4,21,6,8,21,37
0,4,5,21,7,409,95,225
0,4,1,23,7,41,1189,2593
0,4,5,23,7,1,45,107
0,4,1,24,7,368,6026,13645
0,4,2,24,7,23,456,1001
0,4,5,24,7,8,49,113
0,4,1,26,7,9,823,1794
0,4,1,27,7,107,12452,27574
0,4,2,27,7,71,9153,21195
0,4,5,27,7,168,22301,48378
0,4,1,28,7,57,4291,8927
0,4,1,29,7,17,262,559
0,4,5,29,7,7,74,172
0,4,1,30,7,261,2406,5230
0,4,5,30,7,27,142,338
0,4,1,31,7,12,556,1371
0,4,1,32,7,556,36606,83805
0,4,2,32,7,202,30953,77953
0,4,5,32,7,33,4521,10080
0,4,1,33,6,1,1,1
0,4,1,33,7,99,1926,4254
0,4,2,33,7,46,2143,5881
0,4,5,33,7,14,234,557
0,4,1,34,7,135,483,1108
0,4,5,34,7,17,81,191
0,4,1,35,7,224,3048,6536
0,4,2,35,7,3,364,830
0,4,5,35,7,136,111,257
0,4,1,36,7,95,832,1744
0,4,5,36,7,749,5848,13481
0,4,1,37,7,8,25,54
0,4,4,37,6,1,14,25
0,4,5,37,7,18,19,42
0,4,1,38,7,48,80,187
0,4,4,38,6,15,12,22
0,4,4,38,7,1,9,18
0,4,5,38,7,10,56,133
0,4,1,39,7,41,713,1673
0,4,5,39,7,5,69,170
0,4,1,40,7,55,1084,2441
0,4,4,40,6,1,11,19
0,4,5,40,7,41,236,554
0,4,1,41,7,1,91,184
0,4,1,42,7,13,200,450
0,4,5,42,7,3,36,88
0,5,1,5,5,37,1057,1511
0,5,1,7,5,48,1022,1379
0,5,1,7,6,5,41,64
0,5,5,20,5,1,23,34
0,5,1,21,6,15,35,55
0,5,5,21,5,3,15,23
0,5,1,23,5,8,272,373
0,5,5,23,5,1,10,15
0,5,1,24,5,5,153,205
0,5,5,24,5,1,24,33
0,5,1,26,6,5,458,720
0,5,1,27,5,16,2182,3068
0,5,2,27,5,5,991,1393
0,5,5,27,5,12,1264,1816
0,5,1,28,5,1,24,35
0,5,5,29,5,6,26,35
0,5,1,30,5,11,140,201
0,5,1,30,6,59,206,311
0,5,5,30,5,3,50,70
0,5,1,32,5,65,2246,3053
0,5,1,32,6,10,896,1417
0,5,5,32,5,4,632,901
0,5,1,33,5,8,82,117
0,5,1,33,6,2,28,45
0,5,5,33,5,1,15,20
0,5,1,34,5,19,97,140
0,5,5,34,5,3,43,62
0,5,5,34,6,2,13,20
0,5,1,35,5,5,122,178
0,5,1,35,6,32,340,553
0,5,5,35,5,21,44,61
0,5,1,36,5,2,37,51
0,5,5,36,5,274,1952,2794
0,5,1,38,6,6,15,23
0,5,4,38,5,1,17,19
0,5,5,38,5,1,5,7
0,5,1,39,5,4,73,104
0,5,1,39,6,18,184,293
0,5,5,39,5,1,1,2
0,5,1,40,5,9,294,427
0,5,1,40,6,36,838,1288
0,5,4,40,5,6,14,16
0,5,5,40,5,4,60,85
0,5,1,42,6,2,94,150
0,6,1,5,5,117,5044,5626
0,6,1,7,5,7,109,121
0,6,5,21,5,4,28,35
0,6,1,24,5,85,2449,2830
0,6,2,24,6,133,5622,8562
0,6,1,26,5,3,383,429
0,6,1,27,5,18,2587,2921
0,6,2,27,5,16,2946,4026
0,6,2,27,6,4,784,1192
0,6,5,29,5,1,26,31
0,6,1,30,5,5,221,285
0,6,2,30,6,1,27,42
0,6,5,30,5,4,29,33
0,6,1,32,5,52,4160,4650
0,6,1,33,5,18,708,787
0,6,5,33,5,1,21,27
0,6,1,34,5,2,53,65
0,6,1,35,5,2,33,38
0,6,5,35,5,6,53,60
0,6,1,36,5,1,130,139
0,6,5,36,5,123,1085,1272
0,6,1,37,5,72,106,116
0,6,5,37,5,1,9,10
0,6,1,38,5,1,15,17
0,6,1,39,5,27,577,673
0,6,1,40,5,3,141,164
0,6,5,40,5,6,53,61
0,6,1,42,5,1,28,32
0,7,1,5,5,38,782,789
0,7,1,7,4,1,17,15
0,7,1,20,4,3,90,85
0,7,1,23,5,2,6,6
0,7,1,24,4,10,237,205
0,7,2,27,4,13,2527,2080
0,7,1,29,4,1,24,21
0,7,1,30,4,2,96,83
0,7,1,30,5,1,12,12
0,7,5,30,4,1,30,28
0,7,1,31,4,1,46,39
0,7,1,32,4,1,10,9
0,7,1,33,4,26,913,792
0,7,5,33,4,1,16,15
0,7,1,35,4,17,132,114
0,7,5,35,4,1,22,21
0,7,1,36,5,5,14,15
0,7,1,39,4,1,52,49
0,7,1,39,5,6,49,52
0,7,1,40,4,1,75,65
0,7,1,40,5,4,48,49
0,7,5,40,4,4,58,53
0,8,1,8,4,3,74,57
0,8,1,23,4,2,2,1
0,8,1,30,3,2,17,12
0,8,5,30,4,1,29,23
0,8,1,33,4,1,106,85
0,8,1,39,4,1,46,38
0,8,1,40,4,4,109,96
0,9,1,1,2,6,400,197
0,9,1,1,3,15,404,248
0,9,1,2,2,4,3775,1828
0,9,1,3,3,34,3994,2332
0,9,1,4,0,2,2038,183
0,9,5,4,2,4,71,25
0,9,1,5,2,1,47,22
0,9,1,5,3,269,9290,5197
0,9,1,5,4,91,3990,3213
0,9,1,6,3,22,298,205
0,9,1,6,4,1,39,32
0,9,1,7,2,16,1721,691
0,9,1,7,3,362,29312,19147
0,9,1,7,4,15,1853,1436
0,9,1,8,3,1,24,13
0,9,1,9,3,5,23,15
0,9,1,9,4,5,11,10
0,9,5,9,2,1,4,1
0,9,5,9,3,2,10,5
0,9,1,11,3,3,2557,1491
0,9,2,11,3,2,1934,1215
0,9,5,11,4,4,2028,1592
0,9,1,12,3,2,4878,3148
0,9,2,12,3,8,31819,21189
0,9,5,12,2,1,20327,6675
0,9,1,14,3,1,55,40
0,9,1,15,2,2,5468,2636
0,9,1,15,3,13,36127,22189
0,9,1,15,4,12,33763,28601
0,9,1,17,3,19,2939,1963
0,9,1,19,2,5,817,405
0,9,1,19,3,119,15348,9366
0,9,1,19,4,2,335,273
0,9,2,19,2,31,6402,3179
0,9,6,19,2,5083,2865656,1087664
0,9,6,19,3,4,2075,1040
0,9,1,20,2,46,11695,4823
0,9,1,20,3,30,4797,3095
0,9,1,20,4,4,137,113
0,9,2,20,2,4,3723,1828
0,9,2,20,3,47,27126,16367
0,9,2,20,4,7,9199,7496
0,9,5,20,3,1,12,7
0,9,5,20,4,1,24,19
0,9,1,21,3,20,50,32
0,9,4,21,2,6,25,9
0,9,4,21,3,5,10,5
0,9,5,21,2,213,31,12
0,9,5,21,3,444,69,37
0,9,5,21,4,4,12,9
0,9,1,22,3,14,768,447
0,9,1,22,4,25,1447,1344
0,9,2,22,4,1,95,91
0,9,1,23,2,32,885,366
0,9,1,23,3,17,571,311
0,9,5,23,3,3,33,20
0,9,1,24,2,13,428,208
0,9,1,24,3,279,9904,5870
0,9,5,24,2,3,32,11
0,9,5,24,3,6,53,31
0,9,1,25,3,1,670,447
0,9,1,25,4,18,40793,32709
0,9,1,26,2,67,8883,3843
0,9,1,26,3,79,17802,9494
0,9,1,26,4,7,843,658
0,9,2,26,2,2,584,255
0,9,2,26,3,29,1653,959
0,9,5,26,3,4,1357,905
0,9,1,27,2,73,8069,3874
0,9,1,27,3,48,4908,3107
0,9,1,27,4,19,2613,2142
0,9,2,27,3,32,5788,3704
0,9,2,27,4,25,4138,3284
0,9,5,27,2,16,2801,1095
0,9,5,27,3,30,5409,3014
0,9,1,28,2,22,1776,734
0,9,1,28,3,253,11306,6848
0,9,1,28,4,2,186,167
0,9,5,28,3,1,22,13
0,9,1,29,3,32,1037,588
0,9,5,29,2,20,25,8
0,9,5,29,3,3,38,22
0,9,5,29,4,4,19,15
0,9,1,30,2,39,454,223
0,9,1,30,3,236,2000,1421
0,9,1,30,4,1,16,13
0,9,5,30,2,22,125,43
0,9,5,30,3,19,69,39
0,9,5,30,4,4,9,7
0,9,1,31,2,58,10566,4825
0,9,1,31,3,78,14880,8573
0,9,1,31,4,7,4942,3768
0,9,2,31,3,12,10989,7190
0,9,2,31,4,6,5434,4140
0,9,1,32,2,160,5770,2567
0,9,1,32,3,398,70987,38386
0,9,2,32,3,51,7713,4551
0,9,5,32,2,8,1276,408
0,9,5,32,3,13,2790,1471
0,9,1,33,2,20,505,237
0,9,1,33,3,287,14651,8748
0,9,1,33,4,172,5012,3984
0,9,5,33,2,1,5,2
0,9,5,33,3,6,74,43
0,9,5,33,4,3,26,20
0,9,1,34,2,31,302,125
0,9,1,34,3,359,5084,3387
0,9,1,34,4,15,185,165
0,9,5,34,2,21,99,33
0,9,5,34,3,16,34,18
0,9,5,34,4,25,25,19
0,9,1,35,1,66,248,38
0,9,1,35,2,172,629,218
0,9,1,35,3,28,407,259
0,9,1,35,4,28,111,96
0,9,4,35,2,2,19,8
0,9,5,35,1,14,11,2
0,9,5,35,2,52,138,50
0,9,5,35,3,28,78,46
0,9,5,35,4,2,26,20
0,9,1,36,2,158,1226,575
0,9,1,36,3,1189,12144,6680
0,9,1,36,4,790,4188,3496
0,9,5,36,2,20,37,13
0,9,5,36,3,16,236,123
0,9,5,36,4,5,31,24
0,9,1,37,2,12,24,12
0,9,1,37,3,1,12,8
0,9,1,37,4,11,14,13
0,9,4,37,2,1,3,1
0,9,5,37,3,5,8,5
0,9,1,38,2,307,250,124
0,9,1,38,3,9,132,90
0,9,1,38,4,18,30,26
0,9,4,38,2,9,27,10
0,9,4,38,3,1,8,4
0,9,5,38,2,5,12,5
0,9,5,38,3,4,27,17
0,9,1,39,2,17,818,400
0,9,1,39,3,238,6035,3634
0,9,1,39,4,22,296,247
0,9,5,39,3,1,10,6
0,9,1,40,2,31,863,368
0,9,1,40,3,75,2727,1756
0,9,1,40,4,7,87,72
0,9,5,40,2,30,107,36
0,9,5,40,3,26,103,62
0,9,5,40,4,7,96,74
0,9,1,41,0,1,182,9
0,9,1,42,2,64,1679,738
0,9,1,42,3,441,13493,8499
0,9,1,42,4,1669,37649,29245
0,9,5,42,2,7,25,8
0,9,5,42,3,10,30,18
0,9,5,42,4,24,28,21
0,10,1,1,2,132,8854,2732
0,10,1,3,1,32,5029,1175
0,10,1,3,2,122,15800,5831
0,10,1,4,1,207,66651,13459
0,10,1,5,1,82,3320,775
0,10,1,5,2,362,14482,3787
0,10,1,6,2,7,136,46
0,10,1,7,1,1572,56320,11185
0,10,1,7,2,23,4567,1741
0,10,1,8,1,1,26,5
0,10,1,9,1,9,12,2
0,10,1,9,2,29,32,10
0,10,1,11,1,4,16805,4006
0,10,1,11,2,11,35824,12208
0,10,2,11,1,2,3141,764
0,10,1,12,2,7,6889,2027
0,10,2,12,2,12,12482,3537
0,10,1,15,1,8,22046,3180
0,10,1,15,2,1,1595,704
0,10,1,19,2,251,51645,13374
0,10,6,19,2,7924,4035962,1181043
0,10,1,20,1,39,13851,2633
0,10,1,20,2,2,499,179
0,10,2,20,1,32,16487,3266
0,10,2,20,2,8,979,315
0,10,5,20,1,1,48,9
0,10,1,21,1,379,801,181
0,10,1,21,2,70,562,204
0,10,5,21,1,289,68,12
0,10,5,21,2,82,151,41
0,10,1,22,2,18,3931,1669
0,10,2,22,2,4,384,166
0,10,1,23,1,4,31,7
0,10,1,23,2,222,3489,1359
0,10,5,23,1,5,42,9
0,10,5,23,2,1,22,6
0,10,1,24,1,292,21276,4366
0,10,1,24,2,385,15089,4060
0,10,2,24,1,14,901,184
0,10,2,24,2,45,3020,766
0,10,2,24,3,3,23,12
0,10,5,24,1,1,38,8
0,10,5,24,2,18,868,222
0,10,1,25,2,2,1203,541
0,10,1,26,1,145,28214,6497
0,10,1,26,2,102,32465,9266
0,10,5,26,1,5,1307,307
0,10,1,27,1,2,149,35
0,10,1,27,2,331,41061,12943
0,10,2,27,2,68,12392,3687
0,10,2,27,3,60,10493,5511
0,10,5,27,2,51,8960,2422
0,10,1,28,1,89,5854,1192
0,10,1,28,2,352,21645,8370
0,10,5,28,1,2,22,3
0,10,1,29,1,35,423,94
0,10,1,29,2,3,83,33
0,10,5,29,1,6,31,7
0,10,5,29,2,1,16,6
0,10,1,30,1,181,2925,522
0,10,1,30,2,650,22375,6171
0,10,5,30,1,23,132,21
0,10,5,30,2,19,106,28
0,10,1,31,2,158,82524,26478
0,10,5,31,1,1,6,1
0,10,1,32,1,163,16011,3110
0,10,1,32,2,526,58206,19724
0,10,2,32,2,92,14034,5292
0,10,5,32,1,19,3027,510
0,10,5,32,2,1,19,5
0,10,1,33,1,347,22414,4337
0,10,1,33,2,225,13174,3601
0,10,5,33,1,6,25,5
0,10,5,33,2,18,70,24
0,10,1,34,1,128,541,128
0,10,1,34,2,131,2350,625
0,10,5,34,1,34,64,14
0,10,5,34,2,32,53,17
0,10,1,35,1,34,435,85
0,10,1,35,2,233,2091,578
0,10,5,35,1,102,57,12
0,10,5,35,2,20,47,15
0,10,1,36,1,1387,29499,6338
0,10,1,36,2,5,149,48
0,10,5,36,1,10,137,29
0,10,5,36,2,4,43,17
0,10,1,37,2,72,92,39
0,10,4,37,2,5,4,1
0,10,5,37,2,17,12,3
0,10,1,38,1,6,4,1
0,10,1,38,2,12,39,16
0,10,4,38,2,1,9,2
0,10,5,38,1,5,17,4
0,10,5,38,2,9,25,8
0,10,1,39,1,245,6114,1424
0,10,1,39,2,155,4779,1925
0,10,5,39,1,1,11,3
0,10,1,40,1,74,2344,505
0,10,1,40,2,296,11150,3089
0,10,5,40,1,21,244,52
0,10,5,40,2,23,243,74
0,10,1,42,1,2849,71315,9070
0,10,1,42,2,1691,46256,16578
0,10,5,42,1,2,25,3
0,10,5,42,2,15,67,24
0,10,2,0,2,21,13832,3882
0,11,5,32,7,7,196,810
0,11,5,35,7,31,148,604
0,11,5,36,7,45,418,1728
0,11,4,38,7,1,3,12
0,11,5,39,7,3,78,321
0,11,5,40,7,2,30,125
0,11,5,42,7,1,53,219
0,12,1,7,7,1,292,720
0,12,2,19,6,4,858,1645
0,12,5,20,7,1,25,51
0,12,1,21,7,21,66,163
0,12,2,23,7,3,203,480
0,12,1,24,7,10,345,774
0,12,1,26,7,4,423,954
0,12,1,30,7,4,28,65
0,12,1,33,7,12,183,388
0,12,1,34,7,13,102,228
0,12,5,35,6,1,17,31
0,12,1,36,7,1,46,103
0,12,1,39,7,1,14,32
0,12,1,40,7,1,32,74
0,12,5,40,6,3,23,44
0,13,1,3,4,1,84,73
0,13,1,5,4,405,16623,12850
0,13,1,7,3,8,526,331
0,13,1,7,4,7,276,245
0,13,1,8,3,6,83,55
0,13,1,9,3,2,12,9
0,13,1,9,4,1,12,10
0,13,2,13,3,4,3308,1741
0,13,6,16,2,2,506,243
0,13,6,16,3,8,2558,1642
0,13,1,19,3,11,3134,2116
0,13,2,19,3,6,1657,1104
0,13,1,20,3,15,26687,17744
0,13,1,20,4,7,486,399
0,13,2,20,4,23,4262,3383
0,13,5,20,3,1,29,20
0,13,1,21,3,214,351,262
0,13,4,21,3,1,1,1
0,13,5,21,3,265,32,22
0,13,5,21,4,2,12,12
0,13,1,22,3,6,8582,5149
0,13,1,23,3,40,876,582
0,13,1,23,4,8,253,227
0,13,5,23,3,1,14,9
0,13,5,23,4,2,21,20
0,13,1,24,3,303,13773,8106
0,13,1,24,4,101,2667,2068
0,13,2,24,3,18,1080,632
0,13,5,24,3,2,34,20
0,13,1,26,3,75,20004,14202
0,13,1,26,4,2,781,671
0,13,2,26,3,29,5266,3379
0,13,1,27,3,104,12642,7328
0,13,1,27,4,14,2082,1590
0,13,2,27,3,53,9701,5560
0,13,5,27,3,25,2796,1603
0,13,1,28,3,28,1616,1080
0,13,1,28,4,98,3656,3314
0,13,1,29,3,12,80,57
0,13,5,29,2,5,16,7
0,13,5,29,3,8,11,7
0,13,5,29,4,1,13,12
0,13,1,30,3,103,796,591
0,13,1,30,4,7,186,172
0,13,2,30,4,1,58,54
0,13,5,30,2,2,20,8
0,13,5,30,3,11,43,27
0,13,1,31,3,2,402,269
0,13,1,31,4,16,328,280
0,13,5,31,3,3,1690,1171
0,13,1,32,2,79,12964,6314
0,13,1,32,3,70,4136,2963
0,13,1,32,4,116,5175,4325
0,13,2,32,4,13,2615,2125
0,13,5,32,2,42,8324,3947
0,13,5,32,3,39,8445,5709
0,13,5,32,4,15,1994,1900
0,13,1,33,3,130,5924,3563
0,13,1,33,4,20,466,361
0,13,2,33,3,205,37962,21817
0,13,5,33,2,1,17,7
0,13,5,33,3,1,50,35
0,13,5,33,4,1,16,15
0,13,1,34,3,7,146,100
0,13,1,34,4,39,402,341
0,13,4,34,3,11,28,15
0,13,5,34,2,92,30,13
0,13,5,34,3,15,52,36
0,13,5,34,4,2,18,15
0,13,1,35,3,19,278,189
0,13,1,35,4,7,75,57
0,13,5,35,2,3,13,6
0,13,5,35,3,9,41,28
0,13,5,35,4,1,10,9
0,13,1,36,3,64,1740,1129
0,13,1,36,4,145,865,655
0,13,5,36,2,1,29,13
0,13,5,36,3,93,882,601
0,13,1,37,4,11,19,14
0,13,4,37,3,4,9,5
0,13,5,37,3,3,8,5
0,13,1,38,3,2,18,10
0,13,4,38,2,1,8,3
0,13,4,38,3,10,11,6
0,13,5,38,2,1,11,4
0,13,5,38,3,2,14,10
0,13,5,38,4,9,11,11
0,13,1,39,3,29,339,250
0,13,1,39,4,6,463,377
0,13,5,39,3,5,22,16
0,13,1,40,3,339,9830,7156
0,13,1,40,4,13,198,171
0,13,4,40,3,1,1,1
0,13,5,40,2,12,71,29
0,13,5,40,3,12,72,49
0,13,5,40,4,1,22,21
0,13,1,42,3,6,118,72
0,13,1,42,4,30,171,142
0,14,1,5,3,42,1508,911
0,14,1,7,3,31,1290,761
0,14,2,15,3,135,77123,50265
0,14,6,16,3,4,1264,896
0,14,1,19,3,62,11726,7617
0,14,1,20,3,7,53,32
0,14,1,20,4,5,1723,1514
0,14,2,20,3,154,16743,11791
